Assets_Total,Cash,Debt_in_Current_Liabilities_Total,Long_Term_Debt_Total,Earnings_Before_Interest,Gross_Profit_(Loss),Liabilities_Total,Retained_Earnings,Total_debt/total_asset,total_asset/total_libiilities,EBTI/total_asset,gross_profit/rev,EBTI/REV,Dividends_per_Share_Pay_Date_Calendar,Sales/Turnover_(Net),Stockholders_Equity_Total,Interest_and_Related_Expense_Total,Market_Value_Total_Fiscal,Book_Value_Per_Share,Common_Equity_Liquidation_Value,Comprehensive_Income_Parent,Employees,Inventories_Total,Earnings_Per_Share_from_Operations,Revenue_Total,Operating_Activities_Net_Cash_Flow,Financing_Activities_Net_Cash_Flow,Net_Cash_Flow,ID,Year,Rating
7168.4,429.7,85.4,1610,574.9,1738.9,4331.2,2672,0.224596842,1.655060953,0.080199208,0.234653532,0.077579111,0.52,7410.5,2837.2,65.4,4597.8449,34.9349,2776.1,178.7,19.795,1514.8,2.48,7410.5,369.5,236.4,605.9,515,2015,2
18096,196,64,5420,2286,6230,11363,-8580,0.299513705,1.592537182,0.12632626,0.742904841,0.272597186,0,8386,6733,233,29462.3312,4.9431,6733,260,27,955,0.77,8386,972,-206,766,516,2015,2
4218,14.6,749.6,1854.1,635,635,3044.3,1041.8,0.439568516,1.38554019,0.150545282,0.65517953,0.65517953,0,969.2,1173.7,97.7,4323.4463,59.0481,1173.7,332.7,1.609,0,16.37,969.2,507.2,436.6,943.8,517,2015,3
11558.9,1303.2,831.6,2439.7,1398.8,2719.1,4765.9,4057.2,0.211066797,2.425334145,0.121014975,0.223409937,0.114929874,0.34,12170.9,6793,152.3,11262.2746,18.2142,6792.5,884.9,6.976,8994.9,2.4,12170.9,618,-586,32,518,2015,2
2241.6,101.1,67.5,871.1,212.7,537.1,2072.7,-388.6,0.388606353,1.081487914,0.09488758,0.139202778,0.055126477,0.72,3858.4,168.9,89.5,940.8986,3.0998,153.1,-40,10,768.2,-0.04,3858.4,154.6,-165.3,-10.7,519,2015,4
14329.5,2128.8,400,3202.2,4834.5,6195.1,8438.8,5841.4,0.223469067,1.698049486,0.337380927,0.290632814,0.226802528,0.85,21315.9,5890.7,82.2,79071.47,4.0288,5884,2908.7,254,1378.5,1.91,21315.9,4575.1,-1750,2825.1,520,2015,1
13053,1776,201,8778,966,1117,11014,-1906,0.672489083,1.185128019,0.074005976,0.258684576,0.223714683,0,4318,2039,635,992.3665,13.9982,1642,-1238,2.457,445,-9.48,4318,676,2742,3418,521,2015,4
3470.255,187.591,0,1284.6,-19.833,326.773,2166.335,-1387.785,0.370174526,1.601901368,-0.005715142,0.225353385,-0.013677488,0.08,1450.047,1303.92,96.353,2563.4306,8.5862,1303.92,-921.453,6.4,103.079,-2.59,1450.047,61.252,-355.48,-294.228,522,2015,3
1212.193,92.982,0.463,394.806,168.824,593.051,657.606,159.207,0.325695661,1.843342366,0.139271552,0.324245756,0.092303133,0,1829.017,554.587,28.508,1280.9088,10.8288,553.014,43.056,3.6,362.004,1.32,1829.017,151.426,-14.165,137.261,523,2015,3
1752.667,27.044,0,640.355,258.009,795.183,883.728,305.55,0.365360334,1.983265213,0.147209367,0.32583952,0.105723498,0,2440.413,868.939,31.464,2327.9386,16.4834,868.939,95.34,3.62,0,1.91,2440.413,196.25,-170.984,25.266,524,2015,3
29221,404,1437,14276,1262,1262,22405,1182,0.488552753,1.304217809,0.043188118,0.294378353,0.294378353,1.995,4287,6816,431,9532.8078,28.5449,5995,228,7.442,472,1.63,4287,1053,7448,8501,525,2015,2
2863.4,188.5,12.9,1069.9,343.3,546.5,1832.5,1198,0.373646714,1.562564802,0.119892436,0.333638584,0.20958486,0.2,1638,1030.9,56.6,2701.4325,28.7818,1006.5,93.2,3.583,186.9,4.51,1638,225.1,-194.8,30.3,526,2015,3
144.86,28.312,22.568,271.077,-18.4,-2.499,395.955,-555.458,1.871303327,0.365849655,-0.127019191,-0.037484813,-0.27599862,0,66.667,-251.095,30.954,70.1621,-11.8458,-251.096,-96.593,0.064,0,-4.88,66.667,-56.598,-58.195,-114.793,527,2015,4
5863.174,52.149,20.947,1048.59,665.333,665.333,2990.888,985.495,0.178843405,1.960345556,0.113476591,0.537229541,0.537229541,0.01,1238.452,2872.286,81.132,3857.0876,13.3893,2872.286,314.335,1.971,0,1.74,1238.452,381.724,-203.269,178.455,528,2015,3
6393.511,9.372,0,2897.575,-37.844,141.925,3896.378,779.464,0.453205602,1.640885715,-0.005919126,0.120237111,-0.03206097,0.1,1180.376,2497.133,175.689,3836.1758,22.4445,2497.133,-758.898,0.607,0,-9.98,1180.376,552.804,1327.189,1879.993,529,2015,3
2862.321,399.644,183.602,848.771,94.591,233.172,1666.053,899.209,0.296532429,1.718025177,0.033046957,0.280597123,0.113829973,0,830.985,1196.268,68.226,1240.3433,60.9673,1060.892,-221.791,3.716,16.773,-10.51,830.985,51.155,-67.037,-15.882,530,2015,4
4645.873,1329.187,20,1582.484,429.685,2394.835,2602.376,123.991,0.34062145,1.785242794,0.092487461000000007,0.762714968,0.136847499,0,3139.882,2010.67,109.11,5078.4994,23.847,1869.222,-76.431,9.1,0,1.7,3139.882,292.377,-451.065,-158.688,531,2015,3
4223.145,1275.875,0.276,1593.599,-621.119,-577.71,2039.253,-1764.138,0.377348872,2.070927443,-0.147074988,-1.497007074,-1.60949185,0,385.91,2183.892,72.678,3437.0812,13.7499,2183.892,-977.59,0.241,0,-7.77,385.91,337.843,1730.64,2068.483,532,2015,4
4797.919,883.171,0,591.589,149.133,238.058,1226.455,-1935.196,0.123301165,3.912022047,0.031082851,0.55013438,0.344635301,0,432.727,3571.464,41.437,2305.6424,4.8638,3482.678,-330.751,2.729,120.83,0,432.727,113.663,0,113.663,533,2015,3
31309,91,510,4510,2008,2008,16187,1458,0.144048037,1.934206462,0.064134913,0.33366567,0.33366567,1.296,6018,15122,288,11704.6548,48.8975,15109,596,6.816,378,1.98,6018,1561,-372,1189,534,2015,2
128986.3,1724,2797.9,29970.8,7171.4,12911.5,52785.8,17304.1,0.23235646,2.443579523,0.055598153,0.886133721,0.492182889,0,14570.6,76200.5,1295.6,70332.349,212.7889,71263,14429.1,16.7,718,2.61,14570.6,1425.3,-25122.1,-23696.8,535,2015,2
25396,3877,300,3792,2863,10036,14711,11388,0.149314853,1.726327238,0.112734289,0.182698609,0.052118983,1.16,54932,10685,189,30462.6992,71.5649,10685,490,51.6,0,7.22,54932,1936,732,2668,536,2015,1
4250,638,512,488,1480,4168,3089,6655,0.114823529,1.37584979,0.348235294,0.887942054,0.315296123,1.24,4694,1161,35,28619.1045,4.5026,1161,977,7.9,0,3.08,4694,1401,-1940,-539,537,2015,2
3625.222,398.288,28.416,434.059,332.838,615.188,2015.419,-4053.91,0.119733081,1.798743586,0.091811757,0.09491912,0.051354529,0,6481.181,1609.803,24.911,2079.1926,22.0427,1609.803,186.648,45.397,946.239,2.44,6481.181,390.116,-231.421,158.695,538,2015,3
16963,412,714,4398,1669,3641,10789,4403,0.259270176,1.572249513,0.098390615,0.266447128,0.122136846,3.5,13665,6174,295,13893.5968,44.646,6169,616,15.2,3230,4.74,13665,1667,-687,980,539,2015,2
7204.189,146.598,0,1887.019,1919.172,4728.977,5577.053,289.5,0.261933578,1.29175552,0.266396676,0.550322841,0.223338829,0,8593.096,1627.136,78.864,25850.9253,17.524,1627.136,1037.691,74.58,2778.976,10.87,8593.096,1454.167,-894.774,559.393,540,2015,2
22310.324,132.603,1285.735,8101.701,2378.968,3479.258,13188.912,6943.857,0.36313686,1.691597002,0.106630814,0.409390407,0.279923672,1.605,8498.631,9121.412,331.223,17605.2918,42.5054,9121.412,1695.337,66.1,114.087,6.1,8498.631,2516.69,243.809,2760.499,541,2015,3
2723.3,226.7,18.5,1239.8,412.6,822.7,1997.8,397,0.45525649,1.363149464,0.151507362,0.246332116,0.123540332,0.48,3339.8,725.5,60.6,2646.504,8.7736,724.7,142.3,7,312.4,2.11,3339.8,221.3,-34,187.3,542,2015,3
10322.677,912.059,45.81,2074.012,1230.865,2187.246,7865.18,1620.943,0.200918037,1.312452735,0.119238934,0.119175925,0.067065833,0.32,18353.086,2457.497,136.536,3962.4876,13.0385,2438.171,265.072,138,2456.612,1.41,18353.086,916.207,253.512,1169.719,543,2015,2
53097.879,1200.718,0,3929.335,1244.096,1244.096,46004.797,6338.459,0.074001732,1.154181356,0.023430239,0.107980281,0.107980281,1.97,11521.511,7093.082,163.45,8091.2465,110.3072,7093.082,1132.488,2.482,0,10.91,11521.511,1465.718,1055.389,2521.107,544,2015,1
1262.951,147.827,97.412,408.76,36.667,200.482,868.208,-175.084,0.323654679,1.45466409,0.029032797,0.158421553,0.028974387,0.02,1265.497,289.934,33.739,607.2457,5.425,293.872,-34.514,6.1,269.291,-0.81,1265.497,43.5,-6.43,37.07,545,2015,4
1494.639,573.025,0.241,848.125,57.482,81.395,1334.108,-146.455,0.567444714,1.120328339,0.038458785,0.490275209,0.346237479,0,166.019,160.531,93.793,2102.6731,9.105,160.531,-292.151,0.197,25.781,-20.66,166.019,10.727,241.291,252.018,546,2015,4
108610,436,0,6347,2940,2940,88037,40262,0.058438449,1.233685837,0.027069331,0.081377325,0.081377325,1.29,36128,20573,295,27127.92,51.2787,18768,2216,43.5,0,4.78,36128,3993,-1526,2467,547,2015,1
818.169,61.011,5.009,402.831,102.586,219.11,673.05,-184.822,0.492356714,1.215613996,0.125384853,0.275191218,0.12884289300000001,0.46,796.21,145.119,20.888,425.4929,6.637,145.119,5.108,6.237,170.009,0.72,796.21,82.643,-34.715,47.928,548,2015,3
2619.706,361.349,15,501.921,362.489,828.897,941.38,1666.187,0.1915944,2.782835837,0.138370107,0.498684549,0.218082178,0.48,1662.167,1678.326,16.81,4933.9275,12.3104,1678.326,125.801,3.436,371.371,1.58,1662.167,312.28,38.607,350.887,549,2015,2
5337.342,62.286,66.631,2838.13,980.449,980.449,3841.2,474.347,0.531749699,1.389498594,0.183696117,0.450895376,0.450895376,1.6,2174.449,1496.142,138.528,3116.3468,30.462,1496.142,-193.223,4.07,0,5.25,2174.449,745.168,-381.255,363.913,550,2015,3
1994.8,183.5,195.6,247.6,295.9,727.4,1640,-331,0.124122719,1.216341463,0.148335673,0.240813083,0.09796067,0.4,3020.6,354.8,20.4,2062.5,6.742,337.1,19.4,60.7,10.9,1.96,3020.6,167.5,-44.9,122.6,551,2015,2
8834.7,443.7,175.9,2043.6,1500.8,2318.3,5532.8,3493.1,0.231315155,1.596786437,0.169875604,0.255572704,0.165450336,0.53,9071,3301.9,98.7,8371.6527,15.1619,3218.3,6.6,27,641.2,3.21,9071,1035.7,-733.8,301.9,552,2015,2
24140,858,309,8197,1998,1998,18783,6004,0.339560895,1.285204706,0.082767191,0.117033739,0.117033739,1.15,17072,5357,213,31922.748,13.8746,5357,479,226.5,0,3.68,17072,1582,1589,3171,553,2015,2
3806.803,848.116,0,1620.161,425.921,1036.031,2345.486,744.745,0.425596229,1.623033776,0.111884172,0.440654616,0.181156794,0.2,2351.118,1461.317,95.05,3153.7986,34.621,1460.312,147.923,8.4,190.408,3.62,2351.118,314.794,401.704,716.498,554,2015,3
4670.751,193.862,30.336,3199.119,507.879,911.963,3736.625,-20.493,0.684926043,1.249991904,0.108736047,0.417570065,0.232547885,0,2183.976,934.126,212.586,2277.1123,8.2738,934.076,417.704,19.932,18.568,0.55,2183.976,275.085,-99.247,175.838,555,2015,4
33163,3379,1110,4425,4927,17073,20831,6587,0.133431837,1.592002304,0.148569189,0.143810174,0.04150136,1.75,118719,12332,133,70918.2652,27.6076,12079,2372,218,8969,5.36,118719,3292,-2419,873,556,2015,1
918.245,170.177,0.4,209.237,124.91,278.879,457.365,204.027,0.227866201,2.007685328,0.136031233,0.27667089,0.123920987,0,1007.981,460.88,14.715,1314.2658,14.6056,460.88,41.37,2.311,89.612,1.7,1007.981,122.738,2.597,125.335,557,2015,3
4594.085,2.705,0,1754.07,-170.505,-113.663,2615.124,-2465.105,0.381810524,1.756736965,-0.037114028,-0.188815557,-0.283240778,0,601.979,1978.961,108.025,1531.4254,8.4771,1978.961,-560.703,0.252,0,-2.29,601.979,247.365,49.029,296.394,558,2015,3
4312,555,0,2431,-301,-116,3374,-2267,0.56377551,1.278008299,-0.069805195,-0.078804348,-0.204483696,0,1472,938,154,8057.6775,4.7146,938,-1230,0.994,16,-6.14,1472,826,715,1541,559,2015,3
15457,181,283,6311,2015,2928,10849,5440,0.408293977,1.424739607,0.130361648,0.325044405,0.223690053,1.84,9008,4608,288,11013.6772,30.948,4532,963,14,1404,6.24,9008,1385,-838,547,560,2015,2
23702.737,875.836,247.467,21687.532,216.656,483.186,22864.341,-4233.939,0.914980072,1.036668277,0.009140548,0.376557377,0.168844741,0,1283.167,838.396,1301.189,9858.6828,-5.8683,-1396.425,-609.991,0.911,160.161,-1.81,1283.167,-403.842,4907.575,4503.733,561,2015,3
7300.905,50.038,182.719,1519.075,943.818,1191.823,3158.315,804.887,0.208066671,2.311645608,0.129274111,0.312097758,0.247153714,1.64,3818.749,4142.59,85.22,13995.3793,65.5309,4139.978,400.321,8.111,521.624,6.62,3818.749,678.654,-241.712,436.942,562,2015,2
2004.894,4.137,7.309,929.767,183.445,183.445,1269.28,281.849,0.463748707,1.579552187,0.091498603,0.360825959,0.360825959,0.824,508.403,735.614,32.726,1339.9238,16.6072,735.614,10.363,1.998,15.412,1.32,508.403,136.244,-44.853,91.391,563,2015,3
8161.207,2269.756,247.544,2121.718,709.737,1168.376,4218.603,1709.519,0.259976006,1.934575735,0.08696471,0.436416663,0.265103916,1.205,2677.203,3942.604,70.117,9686.0659,33.7267,3795.062,652.55,5,450.263,3.42,2677.203,733.403,-1577.903,-844.5,564,2015,2
2213.158,228.871,25.692,1306.186,54.007,278.095,1570.305,-222.47,0.59019103,1.40938098,0.024402686,0.152622174,0.029639748,0,1822.114,642.853,119.36,385.6079,19.4386,642.853,4.693,1.1,1569.279,0.11,1822.114,163.025,-197.539,-34.514,565,2015,4
23038.2,340.9,292.9,5496.3,2260.2,3639.6,13194.5,-732.3,0.238573326,1.746045701,0.098106623,0.256819882,0.159485739,1.525,14171.8,9830,264.3,12168.48,38.7602,9728.8,-250.4,39,1638.2,2.57,14171.8,1688.4,-231,1457.4,566,2015,2
1360.386,14.405,16.513,791.564,132.2,212.466,1045.187,30.387,0.581867205,1.301571872,0.097178301,0.254911888,0.158610562,0.28,833.488,315.199,66.211,519.0935,11.5662,315.167,1.973,5.299,114.851,0.87,833.488,69.303,-24.308,44.995,567,2015,4
43529,542,7,29871,4114,7294,40271,-7237,0.686232167,1.08090189,0.094511705,0.75397974,0.425263593,0,9674,3258,1856,5050.3754,9.0621,3152,-2975,21.5,1061,-3.48,9674,2087,-1963,124,568,2015,4
4036,173.2,0,1816.6,541.3,818.5,3924,-3107,0.450099108,1.028542304,0.134117939,0.139141521,0.0920187,0,5882.5,112,167,3207.5838,-0.7986,-250.9,115.9,8.5,1113.9,0.36,5882.5,304.6,-62.7,241.9,569,2015,4
4974.484,229.51,142.19,4787.424,815.723,1276.532,5517.804,-1529.957,0.9623961,0.901533291,0.16398143,0.420689564,0.26882691,0,3034.38,-543.32,459.343,1256.5724,-5.9626,-543.32,109.188,18.808,0,1.2,3034.38,404.823,-333.034,71.789,570,2015,4
3749.409,68.038,238.065,2181.738,375.884,524.593,2774.452,81.938,0.581888506,1.35140525,0.100251533,0.2406953,0.1724642,2.6,2179.49,974.957,128.718,2695.8998,12.9952,975.056,150.294,19.37,0,2.22,2179.49,-28.028,119.668,91.64,571,2015,3
4698.017,114.564,23.247,1727.696,439.276,756.381,2621.795,512.796,0.367750053,1.791908597,0.093502429,0.222588406,0.129270493,0,3398.115,2076.222,94.187,2125.1538,11.9857,1972.994,98.225,10,330.815,0.59,3398.115,391.036,-183.868,207.168,572,2015,3
7411.3,122.8,82.5,1846.7,788.3,2603.1,3232.2,3558.5,0.249173559,2.292958357,0.106364605,0.302215153,0.091520189,1.65,8613.4,4179.1,146.7,5781.2058,57.0807,4148.8,299.3,14.5,1532.6,4.41,8613.4,626.5,-100.2,526.3,573,2015,2
1390.717,43.459,1.494,1002.028,150.049,262.647,1242.35,-2029.524,0.720511794,1.119424478,0.107893267,0.411664026,0.235181728,0,638.013,148.367,132.224,365.7975,1.0254,147.095,-181.87,2.95,0,-0.54,638.013,33.917,-22.743,11.174,574,2015,4
357033,9976,11058,49402,7522,7522,309519,28817,0.138368162,1.153509155,0.021068081,0.273577014,0.273577014,1.6,27495,47514,805,41894.3056,98.9424,47514,3418,47.3,1043,7.31,27495,11856,15727,27583,575,2015,2
1327.037,123.238,0,274.806,99.631,138.069,406.191,-181.808,0.207082395,3.267027088,0.075077786,0.194098421,0.140061996,0,711.335,920.846,25.591,1953.0797,7.5956,920.846,9.456,1.432,138.653,0.09,711.335,78.255,-2.267,75.988,576,2015,4
1498.149,79.342,7.657,254.398,127.702,227.846,700.366,644.308,0.16980821,2.139094416,0.085239853,0.444876171,0.249341997,0.6,512.156,797.783,13.818,890.5937,19.4117,797.783,39.545,1.071,8.212,0.95,512.156,113.773,-84.591,29.182,577,2015,3
1902.295,75.753,90.323,653.595,193.362,574.72,1147.378,451.631,0.343582357,1.657949691,0.101646695,0.571462095,0.192265892,0,1005.701,754.917,40.184,2129.6666,6.4338,754.917,107.011,4.111,0,0.42,1005.701,99.83,-251.076,-151.246,578,2015,3
33656.2,2741.832,611.149,3870.244,2067.907,4159.144,31526.796,2189.633,0.114993493,1.067542671,0.061442082,0.028322458,0.014081794,1.385,146849.686,2129.404,144.349,17775.7198,9.6769,2129.404,1449.954,19,10723.92,6.78,146849.686,3178.497,565.072,3743.569,579,2015,1
5963.168,259.984,174.735,4029.113,890.048,1539.026,5405.232,-256.611,0.675666525,1.103221471,0.149257576,0.56231446,0.325197145,0.705,2736.949,557.936,211.143,3009.1372,6.5166,587.983,245.328,8.4,0,2.86,2736.949,591.766,124.249,716.015,580,2015,3
28091.847,5323.725,937.58,15541.32,3170.255,5424.419,23126.32,1352.821,0.553232402,1.214713236,0.112853206,0.359362464,0.2100263,0,15094.562,4634.893,897.322,26951.7587,9.967,4637.119,1388.653,16,464.835,3.12,15094.562,2802.152,3197.079,5999.231,581,2015,4
2708.601,325.991,58.899,497.908,612.732,865.952,2028.148,552.653,0.183824786,1.335504608,0.22621715,0.353366142,0.250035502,0,2450.58,680.453,36.612,3045.795,12.7342,680.453,231.216,6.199,20.363,5.25,2450.58,417.388,-218.796,198.592,582,2015,3
6581.018,398.484,129.809,1762.967,572.456,971.336,3604.193,2173.653,0.26788667,1.82593385,0.086985934,0.331379632,0.195298289,0.36,2931.188,2976.825,27.661,7922.1835,23.1174,2205.977,202.001,20,658.51,3.55,2931.188,449.307,524.194,973.501,583,2015,2
12814.752,567.994,1050.729,5993.441,1085.273,1205.162,8476.357,12.29,0.467698556,1.511823063,0.084689349,0.517554773,0.466068646,0.22,2328.569,4089.293,319.866,691.7845,10.4395,899.365,-119.941,7.9,0,-1.13,2328.569,620.12,-555.305,64.815,584,2015,4
6634.228,10.896,0,3163.807,389.271,489.743,3504.839,-1692.034,0.476891509,1.892876677,0.058676156,0.238942967,0.18992322,2.03,2049.623,3129.389,161.913,5213.8663,17.2851,2839.389,278.216,0,0,1.3,2049.623,532.52,-80.95,451.57,585,2015,2
912.959,5.532,31.727,986.939,135.186,314.711,1502.116,-971.514,1.081033212,0.607781956,0.148074558,0.189584826,0.0814373,0,1660.001,-589.157,85.753,59.7855,-68.8831,-589.157,70.65,7.3,101.95,2.62,1660.001,38.871,-109.186,-70.315,586,2015,4
14220.4,282.6,0,786.4,365.1,365.1,11362.9,1938.4,0.055300835,1.251476296,0.025674383,0.073820211,0.073820211,1.88,4945.8,2857.5,54.9,3858.824,67.3939,2857.5,164,4.9,0,4.97,4945.8,737.6,-295,442.6,587,2015,2
6371.877,156.233,104.2,1980.884,670.816,734.111,2621.743,1946.766,0.310879196,2.430397259,0.105277613,0.469277818,0.428816717,0,1564.342,3750.134,110.748,2427.909,27.3393,3750.134,-367.467,2.8,25.343,-2.42,1564.342,646.554,-183.012,463.542,588,2015,3
18741.257,913.187,165.041,8947.327,2552.566,4098.369,12918.258,3620.67,0.477413388,1.450757293,0.136200363,0.277947766,0.173112772,0,14745.105,4849.741,427.372,12490.3668,23.8908,4648.047,850.057,70.3,164.858,3.9,14745.105,1963.444,-1351.981,611.463,589,2015,3
9223.3,914.1,331.5,1910,2170.2,9499.8,5636,7148.5,0.207084232,1.636497516,0.235295393,0.843399593,0.192672035,1.24,11263.7,3587.3,70.7,33473.5152,9.7126,3571.9,951.3,46,1263.4,3.27,11263.7,1788.7,-604.9,1183.8,590,2015,1
1238.443,65.298,7.785,746.716,175.228,331.226,935.093,-441.793,0.602947411,1.324406236,0.141490565,0.339786235,0.179756608,0,974.807,289.987,35.424,1252.8922,3.9162,289.987,48.096,3.687,72.668,0.73,974.807,120.303,183.784,304.087,591,2015,3
5661.47,481.62,0,2433.152,412.387,1242.856,3730.14,-545.165,0.429773893,1.517763408,0.072840976,0.63772081,0.211599551,0,1948.903,1931.33,132.732,4170.6785,6.7146,1931.33,-11.647,13.2,11.642,0.06,1948.903,565.795,-305.115,260.68,592,2015,3
13234.3,546,0,5954.2,2218.2,2345.7,7363.4,5452.9,0.449906682,1.797308309,0.167609923,0.436019926,0.412320161,0.18,5379.8,5870.9,360.3,24689.62,7.545,5832.3,773,13.414,1010.4,1.01,5379.8,923.1,-210.7,712.4,593,2015,2
5154.144,1283.757,8,2137.987,645.777,1324.466,3174.947,1038.856,0.414809326,1.62337954,0.125292774,0.72604192,0.354000158,0.89,1824.228,1979.197,76.363,7144.8124,16.3835,1978.656,278.959,8.9,0,2.55,1824.228,525.722,430.164,955.886,594,2015,3
891.879,126.351,49.426,326.993,165.415,404.565,600.678,685.481,0.366633815,1.48478719,0.185467984,0.531652207,0.217377306,0.74,760.958,291.201,21.128,1561.4324,7.7915,251.36,43.895,3.312,0,2.22,760.958,84.186,-42.95,41.236,595,2015,3
3400.5,652,0.1,485.1,295.2,363.5,1129.4,-446.6,0.142655492,3.010890738,0.086810763,0.368250431,0.299057846,0,987.1,2271.1,43.9,1747.13,4.8958,2221.7,63,4.881,207.9,0,987.1,314.4,21.9,336.3,596,2015,4
9486.8,236.484,172.975,6078.206,1094.882,1957.226,7495.432,-1555.884,0.640701396,1.265677549,0.115411098,0.55738351,0.31180312,2.005,3511.453,1936.671,318.22,8564.4238,7.3442,1936.547,67.168,24,0,0.85,3511.453,543.895,125.373,669.268,597,2015,3
635.646,51.529,4.444,437.458,195.835,515.066,615.458,-1253.257,0.688210104,1.032801588,0.30808815,0.537830201,0.204490255,0.2,957.674,20.188,40.711,595.0369,0.1914,20.188,7.68,1.89,0,0.14,957.674,125.965,-101.729,24.236,598,2015,4
1540.327,132.403,7.815,247.699,33.474,73.738,783.672,-1673.145,0.160809361,1.965525118,0.021731749,0.055900489,0.025376508,0,1319.094,756.655,22.216,746.8686,8.6722,756.654,-253.658,1.741,233.563,-0.84,1319.094,38.173,0,38.173,599,2015,4
48083.079,1119.469,0,1299.945,311.803,2899.494,16999.003,22831.851,0.027035394,2.8285823,0.006484672,0.56092441,0.06032015,0,5169.135,31084.076,73.783,36941.7604,32.5019,31049.283,1687.541,8.5,0,0.08,5169.135,1248.863,-193.682,1055.181,600,2015,3
2606.227,17.98,140.806,745.245,459.764,2139.416,1995.671,-43.979,0.285947847,1.305940208,0.176409806,0.277477729,0.059630418,0.36,7710.226,610.556,67.274,1972.9849,6.74,610.556,116.099,17,284.484,1.49,7710.226,257.413,-9.934,247.479,601,2015,3
2225.368,216.158,0,365.528,215.771,650.323,1018.01,790.122,0.164255081,2.185998173,0.096959694,0.359216281,0.119184553,0,1810.394,1207.358,24.819,1895.028,28.7213,1207.358,43.636,4.718,0,2.28,1810.394,233.488,-125.31,108.178,602,2015,3
1587.8,93.2,105.9,606,389.1,1559.9,1375,883.8,0.381660159,1.154763636,0.245056052,0.704848403,0.175816728,2.72,2213.1,212.8,48.8,2664.5716,4.2024,212.8,174.1,13,240.4,4.58,2213.1,238.6,-193.3,45.3,603,2015,2
7634.958,32.319,52.538,2306.915,567.166,567.166,4447.837,1474.477,0.302151629,1.71655526,0.074285412,0.28336665,0.28336665,0,2001.527,3187.121,74.341,4311.8186,46.5959,2894.582,48.62,7.3,43.621,3.54,2001.527,407.039,719.952,1126.991,604,2015,3
3900.466,35.53,33.916,2315.267,633.18,978.969,2830.938,-631.579,0.593587279,1.377799867,0.162334449,0.652518106,0.422037281,3.02,1500.294,1069.528,123.688,6551.3949,10.9771,1069.528,299.363,3.3,0,3.09,1500.294,521.823,171.908,693.731,605,2015,3
607.74,9.569,18.521,433.413,28.889,265.631,567.301,-643.419,0.713155297,1.071283146,0.04753513,0.283918473,0.030877875,0,935.589,40.439,38.235,122.3903,-0.32,-37.655,-41.506,2.104,36.165,-0.38,935.589,-42.769,109.742,66.973,606,2015,4
19317,418,748,11431,1309,1528,15978,-6350,0.591758555,1.20897484,0.067764146,0.228332337,0.195606695,0,6692,3339,652,4104.0787,9.1015,3268,134,2.372,581,0.26,6692,1030,401,1431,607,2015,4
14275.109,517.25,139.716,8189.763,1637.7,2536.092,11573.52,-6041.715,0.573709315,1.233428464,0.114724168,0.632398684,0.408376086,0,4010.274,2701.589,456.396,3672.0524,12.1171,2701.547,-3316.295,4.894,555.671,-8.22,4010.274,512.695,-393.982,118.713,608,2015,4
8861.1,24,3366.1,1828.8,664.6,2966.6,7081.6,1253.8,0.206385212,1.25128502,0.075001975,0.147456321,0.033034272,1.1,20118.5,1779.5,136.3,4417.4938,20.5471,1750.9,214.7,24,3408.2,4,20118.5,367.1,438.6,805.7,609,2015,3
21140,1408,506,2708,322,1562,7137,5833,0.128098392,2.962028864,0.015231788,0.215418563,0.044407668,0.61,7251,14003,105,14176.1693,36.8163,13940,-2311,36.627,3990,-0.84,7251,960,-1141,-181,610,2015,2
2835.276,115.371,0,428.496,38.839,185.273,2735.852,-195.925,0.15113026,1.036341147,0.01369849,0.118907585,0.024926739,0,1558.126,96.898,43.375,247.9392,1.0575,44.215,-80.821,2.744,24.836,-2.56,1558.126,79.148,18.788,97.936,611,2015,4
6423.732,841.483,3.632,2353.194,1150.17,1595.464,3535.033,2210.459,0.366328172,1.817163234,0.179050122,0.205148726,0.147891717,0.5575,7777.109,2777.459,148.537,8673.8703,12.0066,2927.02,382.115,7.695,1275.211,1.93,7777.109,852.769,-425.425,427.344,612,2015,3
10100,359,6,3728,1472,3116,5363,6541,0.369108911,1.883274287,0.145742574,0.414637392,0.195874917,1.58,7515,4660,144,12590.3,33.781,4628,611,43,82,4.72,7515,1069,-691,378,613,2015,2
2882.442,777.615,238.879,1050.289,297.913,1231.066,2116.101,-5950.535,0.364374721,1.362147648,0.103354378,0.473382597,0.114556677,0,2600.573,766.341,56.656,2708.7038,5.483,766.341,70.381,5.555,253.51,0.58,2600.573,289.52,-4.228,285.292,614,2015,4
3149.39,24.69,217.127,1344.456,463.249,676.594,2679.975,1334.738,0.426894097,1.175156485,0.147091659,0.187270995,0.128220323,0.68,3612.914,469.415,69.344,2817.5102,8.5269,469.415,138.301,9.1,602.963,2.78,3612.914,394.551,-289.468,105.083,615,2015,3
3320.843,192.627,7,967.732,213.247,500.723,1411.207,-1361.744,0.291411548,2.353193401,0.064214719,0.771419504,0.328530734,0,649.093,1909.636,47.225,2509.2749,15.9055,1909.636,32.115,1.7,13.186,-0.05,649.093,133.521,-228.071,-94.55,616,2015,4
28818,1855,0,1817,1496,1496,23767,5496,0.063050871,1.212521564,0.051911999,0.449654343,0.449654343,0.69,3327,5051,53,18536.24,9.6027,5051,845,6.01,331,1.59,3327,1468,-728,740,617,2015,1
